learner_seed,source_seed,source_index,freeze_max_margin,commit_max_margin,freeze_certificate_safe,commit_certificate_safe,common_admitted,selected_for_deployment
2042,5051,5,-0.17918074168944254,-0.11041768626926331,True,True,True,False
2042,5051,6,-0.1787009749556321,-0.11989215279749568,True,True,True,False
2042,5051,7,-0.1804084308942004,-0.12150183460036725,True,True,True,False
2042,5051,8,-0.16847648547610283,-0.10128053078485343,True,True,True,False
2042,5051,9,-0.15822485204014497,-0.03905485680021953,True,True,True,True
2042,5051,10,-0.15050662054063904,-0.06427365101729954,True,True,True,False
2042,5051,11,-0.19276444150533903,-0.18020534679594266,True,True,True,False
2042,5051,12,-0.18397167516047716,-0.1471836879512736,True,True,True,False
2042,5051,13,-0.1660617671968317,-0.0620261953513008,True,True,True,False
2042,5051,14,-0.13192027589393596,0.07459742388351842,True,False,False,False
2042,5051,15,-0.1844323029944104,-0.1418960238846343,True,True,True,False
2042,5051,16,-0.1656054237919004,-0.06389724322826668,True,True,True,False
2042,5051,17,-0.15320910357428644,-0.0869177339810944,True,True,True,False
2042,5051,18,-0.1438878493313812,0.02508479118771581,True,False,False,False
2042,5051,19,-0.15827693758090478,-0.0608766292250045,True,True,True,False
2042,5051,20,-0.1711263502860118,-0.08816746625710657,True,True,True,False
2042,5051,21,-0.1823758119180205,-0.13824760577057904,True,True,True,False
2042,5051,22,-0.16321558568996494,-0.11075496395784247,True,True,True,False
2042,5051,23,-0.1614495852904872,-0.052395714499143375,True,True,True,False
2042,5051,24,-0.18990866924129524,-0.15727380690866438,True,True,True,False
2042,5051,25,-0.1549519208176864,-0.06100540746957869,True,True,True,False
2042,5051,26,-0.1751673954547605,-0.09434867321717634,True,True,True,False
2042,5051,27,-0.1844917263962879,-0.1366092630516547,True,True,True,False
2042,5051,28,-0.18805051617303403,-0.15455417265818308,True,True,True,False
2042,5051,29,-0.15162953250505745,-0.010350592584192186,True,True,True,True
2042,5051,30,-0.15219956503330656,-0.07292144296854722,True,True,True,False
2042,5051,31,-0.1925020144759512,-0.16688818867991223,True,True,True,False
2042,5051,32,-0.16339163209957683,-0.058887927930962175,True,True,True,False
2042,5051,33,-0.18825770214976909,-0.16789484663623302,True,True,True,False
2042,5051,34,-0.16350841588553439,-0.06055532886340781,True,True,True,False
2042,5051,35,-0.16542167501876048,-0.054579033391131876,True,True,True,False
2042,5051,36,-0.1488670935208153,-0.0024072572932670455,True,False,False,False
2042,5051,37,-0.18426330663621068,-0.17161652758525203,True,True,True,False
2042,5051,38,-0.15522966296636365,-0.02795028692855267,True,True,True,False
