learner_seed,evaluation_seed,mechanism,selected_index,init_x,init_x_dot,init_theta,init_theta_dot,snapshot_initially_accepted,casadi_full_first_violation_step,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2301,9301,clean_permanent_raw_release,0,0.04607482055754425,-0.05500431771208758,-0.034861678961013345,0.05082579013521227,True,,,,0,-0.0752563737117598
2301,9301,clean_resident_predictive_authority,0,0.04607482055754425,-0.05500431771208758,-0.034861678961013345,0.05082579013521227,True,,,,0,-0.0752563737117598
2301,9301,clean_permanent_raw_release,1,0.0035254191156083303,0.4027370029723789,-0.09414517291970403,-0.3239156051770735,True,,,,0,-0.10335544483039663
2301,9301,clean_resident_predictive_authority,1,0.0035254191156083303,0.4027370029723789,-0.09414517291970403,-0.3239156051770735,True,,,,0,-0.10335544483039663
2301,9301,clean_permanent_raw_release,2,0.2498676022266902,-0.2996954440605807,0.02481041082971791,-0.42596947313483957,True,,,,0,-0.10118685177748245
2301,9301,clean_resident_predictive_authority,2,0.2498676022266902,-0.2996954440605807,0.02481041082971791,-0.42596947313483957,True,,,,0,-0.10118685177748245
2301,9301,clean_permanent_raw_release,3,-0.16683834797260472,0.45946081224394264,0.005522593524898867,0.8349133174355741,True,,,,0,-0.365962918358793
2301,9301,clean_resident_predictive_authority,3,-0.16683834797260472,0.45946081224394264,0.005522593524898867,0.8349133174355741,True,,,,0,-0.365962918358793
2301,9301,clean_permanent_raw_release,4,0.0570455655117314,-0.2696037475267691,-0.06417176775952232,0.5270214359597645,True,,,,0,-0.0705223864938057
2301,9301,clean_resident_predictive_authority,4,0.0570455655117314,-0.2696037475267691,-0.06417176775952232,0.5270214359597645,True,,,,0,-0.0705223864938057
2301,9301,clean_permanent_raw_release,5,-0.23964665601427254,0.37934583350991646,0.09119580213546999,-0.5774495813188969,True,,,,0,-0.0741439955083923
2301,9301,clean_resident_predictive_authority,5,-0.23964665601427254,0.37934583350991646,0.09119580213546999,-0.5774495813188969,True,,,,0,-0.0741439955083923
2301,9301,clean_permanent_raw_release,6,0.018851816138872046,0.425924798158817,-0.07845781368821417,0.027700908413273773,True,,,,0,-0.08569306795953789
2301,9301,clean_resident_predictive_authority,6,0.018851816138872046,0.425924798158817,-0.07845781368821417,0.027700908413273773,True,,,,0,-0.08569306795953789
2301,9301,clean_permanent_raw_release,7,0.042806692577198435,0.39830853773274055,-0.03241160673666614,0.8831519331388249,True,,,,0,-0.3477160430605693
2301,9301,clean_resident_predictive_authority,7,0.042806692577198435,0.39830853773274055,-0.03241160673666614,0.8831519331388249,True,,,,0,-0.3477160430605693
2301,9301,clean_permanent_raw_release,8,-0.13857458947941975,-0.13084678910799463,0.12261400975593187,0.7496761419192031,True,,,,0,-0.3147868713942105
2301,9301,clean_resident_predictive_authority,8,-0.13857458947941975,-0.13084678910799463,0.12261400975593187,0.7496761419192031,True,,,,0,-0.3147868713942105
2301,9301,clean_permanent_raw_release,9,-0.1784628620540562,0.43888897921883163,0.0038862111807888566,-0.29177196499177005,True,,,,0,-0.07669162784458615
2301,9301,clean_resident_predictive_authority,9,-0.1784628620540562,0.43888897921883163,0.0038862111807888566,-0.29177196499177005,True,,,,0,-0.07669162784458615
2301,9301,clean_permanent_raw_release,10,0.09472855804825703,-0.10185877811207544,0.13849347146223448,0.9137004910999071,True,,,,0,-0.5356658383385717
2301,9301,clean_resident_predictive_authority,10,0.09472855804825703,-0.10185877811207544,0.13849347146223448,0.9137004910999071,True,,,,0,-0.5356658383385717
2301,9301,clean_permanent_raw_release,11,0.1152346005447209,-0.23515378683278687,0.00043203399974325873,0.6973972259994776,True,,,,0,-0.13690236114925936
2301,9301,clean_resident_predictive_authority,11,0.1152346005447209,-0.23515378683278687,0.00043203399974325873,0.6973972259994776,True,,,,0,-0.13690236114925936
2301,9301,clean_permanent_raw_release,12,0.10512602080302125,-0.23837282950676786,0.1187360580646453,-0.3515833148675638,True,,,,0,-0.060994197751439126
2301,9301,clean_resident_predictive_authority,12,0.10512602080302125,-0.23837282950676786,0.1187360580646453,-0.3515833148675638,True,,,,0,-0.060994197751439126
2301,9301,clean_permanent_raw_release,13,-0.11508792714915073,0.3801310244934688,-0.038102314996549425,0.5508341835309085,True,,,,0,-0.1744295915590893
2301,9301,clean_resident_predictive_authority,13,-0.11508792714915073,0.3801310244934688,-0.038102314996549425,0.5508341835309085,True,,,,0,-0.1744295915590893
