learner_seed,batch,feasible_permutations,feasible_nonidentity_permutations,selected_global_permutation_index,selected_permutation,selected_moved_positions,selected_changed_values,maximum_reward_edit,multiset_max_error,reward_sum_error,reward_mean_error,reward_variance_error,reward_min_error,reward_max_error,positive_count_difference,current_target_distance,identity_next_target_distance,selected_next_target_distance,improvement_over_identity,selected_raw_gradient_w0,selected_raw_gradient_w1,selected_applied_gradient_w0,selected_applied_gradient_w1,selected_next_gain,selected_next_bias,selection_latency_ms,exact_first_argmin
2103,2,771,770,713,0;1;7;6;4;5;3;2,4,4,0.39012827324134447,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0,4.887234296417541,5.391944905751531,5.22920117777036,0.1627437279811712,0.10560633706874747,0.1515627716050386,0.10560633706874747,0.1515627716050386,-0.16261872589814,-0.25607370244397576,6.853941828012466,True
2103,3,771,770,15961,3;1;2;0;4;5;7;6,4,4,0.059561177297886625,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0,5.22920117777036,5.51528500536912,5.514326826008024,0.0009581793610955458,0.09645632711624655,0.07411493209042598,0.09645632711624655,0.07411493209042598,0.31966290968309274,-0.1819587703535498,6.8445345386862755,True
2103,4,771,770,26069,5;1;2;3;0;7;6;4,4,4,0.10503783335530681,0.0,0.0,0.0,0.0,0.0,0.0,0,5.514326826008024,4.660702376255447,4.62587478406329,0.03482759219215659,-0.13697275946297102,-0.645595377408065,-0.13697275946297102,-0.645595377408065,-0.36520088763176234,-0.8275541477616148,6.789992563426495,True
2103,5,771,770,15264,3;0;2;4;1;5;6;7,4,4,0.04885784125771153,0.0,0.0,0.0,0.0,0.0,0.0,0,4.62587478406329,4.595368292342156,4.579094124150988,0.01627416819116867,-0.01967092652751445,-0.0056828654886243845,-0.01967092652751445,-0.0056828654886243845,-0.4635555202693346,-0.8332370132502392,7.261196151375771,True
2103,6,771,770,20318,4;0;2;3;6;5;1;7,4,4,0.08617313887749112,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0,4.579094124150988,5.4139758360535515,5.347432680662709,0.06654315539084266,-0.02170519886413568,0.8720116882418979,-0.02170519886413568,0.8720116882418979,-0.572081514590013,0.03877467499165865,6.848322227597237,True
2103,7,771,770,16005,3;1;2;4;7;5;6;0,4,4,0.1597074397604616,0.0,0.0,0.0,0.0,0.0,0.0,0,5.347432680662709,5.147159126835375,5.045822666331932,0.10133646050344325,0.05379941506614183,-0.43237499272902186,0.05379941506614183,-0.43237499272902186,-0.30308443925930384,-0.3936003177373632,6.810550577938557,True
2103,8,771,770,35,0;1;2;4;5;7;6;3,4,4,0.2014948859044609,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0,5.045822666331932,4.931076493600189,4.785174090130439,0.14590240346975047,0.08094839161297132,-0.5045025029147187,0.08094839161297132,-0.5045025029147187,0.10165751880555275,-0.8981028206520818,6.973326206207275,True
2103,9,771,770,36273,7;1;3;2;4;5;6;0,4,4,0.009142502800736977,0.0,0.0,0.0,0.0,0.0,0.0,0,4.785174090130439,4.749120895528644,4.742601942702704,0.006518952825939728,0.007697226743712952,-0.07340049008520283,0.007697226743712952,-0.07340049008520283,0.1401436525241175,-0.9715033107372846,6.831389851868153,True
2103,10,771,770,94,0;1;2;6;7;5;3;4,4,4,0.10230898285833849,0.0,0.0,0.0,0.0,0.0,0.0,0,4.742601942702704,5.037065100603281,4.961761095887337,0.07530400471594412,-0.04552478179629023,0.38093863075562334,-0.04552478179629023,0.38093863075562334,-0.08748025645733362,-0.5905646799816613,6.938129663467407,True
2103,11,771,770,16019,3;1;2;5;4;7;6;0,4,4,0.20206194016399537,0.0,0.0,0.0,0.0,0.0,0.0,0,4.961761095887337,4.8883921080311,4.697725722101128,0.19066638592997176,0.09641152240769264,-0.6059024382597816,0.09641152240769264,-0.6059024382597816,0.39457735558112955,-1.196467118241443,6.806262768805027,True
2104,0,218,217,564,0;1;6;5;4;2;3;7,4,4,1.9613982380393258,0.0,0.0,0.0,0.0,0.0,0.0,0,5.530068165806043,5.826194157448162,5.644996766935246,0.18119739051291628,-0.6460918697923581,0.5778782753362508,-0.6460918697923581,0.5778782753362508,-3.2304593489617903,0.5778782753362508,6.679334677755833,True
2104,1,771,770,10805,2;1;0;3;4;7;6;5,4,4,0.6266662837903363,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0,5.644996766935246,5.688450448710148,5.629982052132011,0.05846839657813696,-0.31860034790386377,-0.5142208606650585,-0.31860034790386377,-0.5142208606650585,-4.823461088481109,0.06365741467119235,7.070337422192097,True
2104,2,771,770,7358,1;4;2;3;6;5;0;7,4,4,0.49281754773880715,0.0,0.0,0.0,0.0,0.0,0.0,0,5.629982052132011,5.677019843754838,5.6199733157848994,0.05704652796993859,0.09981256158068574,0.20277030000109905,0.09981256158068574,0.20277030000109905,-4.32439828057768,0.2664277146722914,6.8917544558644295,True
2104,3,771,770,39904,7;6;2;3;4;5;0;1,4,4,0.30004233051566276,0.0,0.0,0.0,0.0,0.0,0.0,0,5.6199733157848994,5.569492317270256,5.563913988815534,0.005578328454721948,0.0036339039189308693,-0.05305441699022584,0.0036339039189308693,-0.05305441699022584,-4.306228760983026,0.2133732976820656,6.849133409559727,True
2104,4,771,770,10905,2;1;0;7;4;5;6;3,4,4,0.09643227285980671,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0,5.563913988815534,5.495977468677227,5.488857204333786,0.00712026434344093,-0.07136182764739986,-0.2298685117736787,-0.07136182764739986,-0.2298685117736787,-4.663037899220026,-0.016495214091613114,6.846047006547451,True
2104,5,771,770,26073,5;1;2;3;4;6;7;0,4,4,0.09252174688597761,0.0,0.0,0.0,0.0,0.0,0.0,0,5.488857204333786,5.687399658665435,5.629532346514971,0.05786731215046448,0.038543387356079546,0.23654753137731338,0.038543387356079546,0.23654753137731338,-4.4703209624396285,0.22005231728570027,6.777940317988396,True
2104,6,771,770,44,0;1;2;4;7;5;3;6,4,4,0.44614087202227276,0.0,0.0,0.0,0.0,0.0,0.0,0,5.629532346514971,5.977787524657093,5.555503525458927,0.42228399919816617,0.01846186035567744,-0.04303160508130202,0.01846186035567744,-0.04303160508130202,-4.378011660661241,0.17702071220439825,7.069055922329426,True
2104,7,771,770,23,0;1;2;3;7;6;5;4,4,4,0.23957601643205778,0.0,0.0,0.0,0.0,0.0,0.0,0,5.555503525458927,5.433023539905818,5.113650240949289,0.31937329895652944,0.08064742384612661,-0.32417014731879606,0.08064742384612661,-0.32417014731879606,-3.974774541430608,-0.14714943511439782,6.852380000054836,True
2104,8,207,206,30,0;1;2;4;5;3;6;7,3,3,0.05291676512350297,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0,5.113650240949289,6.11440982646062,6.11006431935731,0.0043455071033102755,-0.29706534892992287,0.4138445073867116,-0.29706534892992287,0.4138445073867116,-5.460101286080222,0.26669507227231376,6.662062369287014,True
2104,9,771,770,3420,0;5;6;3;4;1;2;7,4,4,0.9410572338030769,0.0,0.0,0.0,0.0,0.0,0.0,0,6.11006431935731,7.432119422656181,7.2541186532897655,0.17800076936641585,-0.33468276334245584,0.19774931645288976,-0.33468276334245584,0.19774931645288976,-7.133515102792501,0.46444438872520355,6.810630671679974,True
2104,10,771,770,2309,0;4;2;3;1;7;6;5,4,4,0.5669476635158865,0.0,0.0,0.0,0.0,0.0,0.0,0,7.2541186532897655,7.577813847098606,7.477441661897856,0.10037218520074997,-0.17160825190185036,-0.5424073734360425,-0.17160825190185036,-0.5424073734360425,-7.991556362301752,-0.07796298471083896,6.819788366556168,True
2104,11,771,770,5061,1;0;2;3;7;5;6;4,4,4,0.27945947997900816,0.0,4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,0.0,0,7.477441661897856,8.60104919239837,8.336141933666882,0.2649072587314887,-0.27298406565924854,-0.38592793593869773,-0.27298406565924854,-0.38592793593869773,-9.356476690597995,-0.4638909206495367,6.9007594138383865,True
