learner_seed,evaluation_seed,mode,selected_index,admitted_index,common_vulnerable_initially_accepted,init_x,init_x_dot,init_theta,init_theta_dot,physical_first_violation_step,forward_switch_step,baseline_control_steps,mean_reward
2070,9070,unsigned_postproducer_mutation_resident,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,,4,58,-0.20195197857152958
2070,9070,compromised_producer_valid_raw_release,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,8,,0,-1.3893559278038106
2070,9070,compromised_producer_valid_resident,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,,4,58,-0.20195197857152958
2070,9070,trusted_reference_repair_raw_release,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,,,0,-0.018504663574125096
2070,9070,origin_bound_fail_closed_raw_release,14,18,True,-0.08515394998419995,-0.012951648481000055,0.09410756994769481,-0.5461154000609161,,,0,-0.021561231158036886
2070,9070,clean_reference_raw_release,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-0.030037366929015263
2070,9070,unsigned_postproducer_mutation_raw_release,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-1.3154760260429545
2070,9070,unsigned_postproducer_mutation_resident,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-1.3154760260429545
2070,9070,compromised_producer_valid_raw_release,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-1.3154760260429545
2070,9070,compromised_producer_valid_resident,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-1.3154760260429545
2070,9070,trusted_reference_repair_raw_release,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-0.030037366929015263
2070,9070,origin_bound_fail_closed_raw_release,15,20,True,0.024347915294039735,0.35989788740156214,0.11154157888403646,-0.48424250313212935,,,0,-0.035106155734157485
2070,9070,clean_reference_raw_release,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-0.030889163366081003
2070,9070,unsigned_postproducer_mutation_raw_release,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-1.2347156256510972
2070,9070,unsigned_postproducer_mutation_resident,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-1.2347156256510972
2070,9070,compromised_producer_valid_raw_release,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-1.2347156256510972
2070,9070,compromised_producer_valid_resident,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-1.2347156256510972
2070,9070,trusted_reference_repair_raw_release,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-0.030889163366081003
2070,9070,origin_bound_fail_closed_raw_release,16,21,True,0.11524947855520407,0.4673085681334823,-0.07123836352820913,0.020057144209397082,,,0,-0.03392695965629225
2070,9070,clean_reference_raw_release,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-0.01513773572161024
2070,9070,unsigned_postproducer_mutation_raw_release,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-1.236616743069168
2070,9070,unsigned_postproducer_mutation_resident,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-1.236616743069168
2070,9070,compromised_producer_valid_raw_release,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-1.236616743069168
2070,9070,compromised_producer_valid_resident,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-1.236616743069168
2070,9070,trusted_reference_repair_raw_release,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-0.01513773572161024
2070,9070,origin_bound_fail_closed_raw_release,17,22,True,-0.17634790807470613,0.05449213927692187,-0.13057606744071565,0.5151617288176322,,,0,-0.014278557759443472
2070,9070,clean_reference_raw_release,18,24,True,-0.21362615749876235,-0.1408365512353077,0.018323431468890344,-0.2617703779046827,,,0,-0.049938524081877475
2070,9070,unsigned_postproducer_mutation_raw_release,18,24,True,-0.21362615749876235,-0.1408365512353077,0.018323431468890344,-0.2617703779046827,9,,0,-1.4131937290962937
2070,9070,unsigned_postproducer_mutation_resident,18,24,True,-0.21362615749876235,-0.1408365512353077,0.018323431468890344,-0.2617703779046827,,5,46,-0.32878955417844996
