mechanism,seed,batch,true_reward_mean,logged_reward_mean,max_reward_poison,actor_distance_from_pretrained,target_action_mse,policy_loss,value_loss,approx_kl,interventions,infeasible_steps,constraint_violations,mean_action_correction,max_action_correction,max_proposal_logp_error,max_adaptation_normalized_margin
poisoned_ppo_always_freeze_snapshot,2040,8,0.686081854309536,0.9205974894150744,0.4966845543425425,0.0,0.7338383747524411,0.0,0.0,0.0,64,0,0,2.2297495735895237e-07,1.5078697052157015e-06,4.76837158203125e-07,-0.07271195956641796
poisoned_ppo_always_freeze_snapshot,2040,9,0.691238960417107,0.7674222480837917,0.49683661592703865,0.0,0.9716957832725025,0.0,0.0,0.0,64,0,0,3.064832040298827e-07,3.567720664690252e-06,2.384185791015625e-07,-0.03742000605776313
poisoned_ppo_always_freeze_snapshot,2040,10,0.7625693673830731,0.7358520207108431,0.49599711058708806,0.0,1.0070703649501915,0.0,0.0,0.0,64,0,0,7.981682575203571e-05,0.0015987255591816698,7.152557373046875e-07,-0.006986670698644615
poisoned_ppo_always_freeze_snapshot,2040,11,0.7440615138839473,0.6526366001477322,0.4971072720524403,0.0,1.0857160909067245,0.0,0.0,0.0,64,0,0,0.00011785789467455469,0.004758931995085068,9.5367431640625e-07,-0.007006255929674854
poisoned_ppo_always_freeze_snapshot,2040,12,0.8436531956572187,0.6597286626493342,0.4959226877351246,0.0,1.0666608467427494,0.0,0.0,0.0,64,0,0,3.312271814470119e-07,8.843439155729204e-06,9.5367431640625e-07,-0.0159421413819833
poisoned_ppo_always_freeze_snapshot,2040,13,0.7639967600888383,0.5983004040777216,0.4987558607917562,0.0,1.0109236849291026,0.0,0.0,0.0,64,0,0,5.3577597335371e-05,0.001955207012726063,4.76837158203125e-07,-0.0072374588560562
poisoned_ppo_always_freeze_snapshot,2040,14,0.7044552428376479,0.8230862282915101,0.49961691053716967,0.0,1.1018389487097302,0.0,0.0,0.0,64,0,0,2.4628672059499677e-05,0.0014144666144545327,4.76837158203125e-07,-0.007332382423573813
poisoned_ppo_always_freeze_snapshot,2040,15,0.8267372304270931,0.8156014651314061,0.4913194839654959,0.0,1.0833813353507784,0.0,0.0,0.0,64,0,0,0.00014217088422797665,0.005012984785096289,4.76837158203125e-07,-0.007240822244711731
poisoned_ppo_always_freeze_snapshot,2040,16,0.65218362019363,0.478090409719827,0.49874641328173175,0.0,0.8393486965779366,0.0,0.0,0.0,64,0,0,5.359171735354315e-05,0.0029060738652419284,3.5762786865234375e-07,-0.007070869286029069
poisoned_ppo_always_freeze_snapshot,2040,17,0.7053757059326738,0.8544077341538675,0.4963505976467614,0.0,1.0349726757106543,0.0,0.0,0.0,64,0,0,7.23676520851592e-05,0.00429216865829826,4.76837158203125e-07,-0.0075464691034303755
poisoned_ppo_always_freeze_snapshot,2040,18,0.7770298602359058,1.0501746990988585,0.49970293628024237,0.0,1.1145089682441935,0.0,0.0,0.0,64,0,0,5.073351981753644e-05,0.002399509095600091,2.384185791015625e-07,-0.007042494210423189
poisoned_ppo_always_freeze_snapshot,2040,19,0.7352335262917605,0.991738437064847,0.4975997933181347,0.0,0.7808427826024789,0.0,0.0,0.0,64,0,0,2.101123351974525e-06,0.00011688302817055108,4.76837158203125e-07,-0.00779441543460202
poisoned_ppo_always_freeze_snapshot,2040,20,0.8356569245224159,0.857737146709586,0.4935871878797148,0.0,0.8671519183377348,0.0,0.0,0.0,64,0,0,2.839663424905188e-06,0.00016776937795303488,4.76837158203125e-07,-0.007856045452992788
poisoned_ppo_always_freeze_snapshot,2040,21,0.770970620696457,1.0363111673436762,0.4991953895094481,0.0,1.0915031309932393,0.0,0.0,0.0,64,0,0,1.4186497498503912e-06,7.526584083115974e-05,4.76837158203125e-07,-0.008141653599104182
poisoned_ppo_always_freeze_snapshot,2040,22,0.7549988275055216,0.5929618127803167,0.49106951193749254,0.0,1.0421238874656353,0.0,0.0,0.0,64,0,0,2.0587568942876235e-05,0.0013062555424045005,4.76837158203125e-07,-0.007286000732762754
poisoned_ppo_always_freeze_snapshot,2040,23,0.8531207912965888,1.0494765042319085,0.4992867640514613,0.0,1.0817872663951513,0.0,0.0,0.0,64,0,0,3.8248264473976035e-05,0.002422120330612503,4.76837158203125e-07,-0.007109809084928254
