duration,learner_seed,evaluation_seed,condition,batch,true_reward_mean,logged_reward_mean,max_abs_poison,known_sign_flag,scalar_envelope_flag,batch_mean_envelope_flag,trusted_recomputation_flag
12,2400,9400,constrained,1,-1.1385663270646926,-1.7048204875895712,1.9996019521614674,False,False,False,True
12,2400,9400,constrained,2,-0.4679840453278951,-0.8860682508487473,1.972156106360053,False,False,False,True
12,2400,9400,constrained,3,-0.31501070487088956,-1.571974920347221,1.9499901298148654,False,False,False,True
12,2400,9400,constrained,4,-0.22928656956998844,-0.5188669283496683,1.6422631403853543,False,False,False,True
12,2400,9400,constrained,5,-0.3757172933523727,-1.248395351335961,1.9991894623570428,False,False,False,True
12,2400,9400,constrained,6,-0.3100898701981416,-1.0197351978168088,1.9997133394206978,False,False,False,True
12,2400,9400,constrained,7,-0.2172660216284256,-0.2873147144949633,1.9685029968493264,False,False,False,True
12,2400,9400,constrained,8,-0.17908931090314711,-0.44414322802808853,1.9990356686957917,False,False,False,True
12,2400,9400,constrained,9,-0.19665622790236026,-0.679142426266756,1.9965012082136537,False,False,False,True
12,2400,9400,constrained,10,-0.2465775122768246,-1.1214021507270804,1.9949547769314517,False,False,False,True
12,2400,9400,constrained,11,-0.26723976177411735,-0.6921972118351362,1.677126883939341,False,False,False,True
12,2401,9401,clean,0,-3.1175348655655455,-3.1175348655655455,0.0,False,False,True,False
12,2401,9401,clean,1,-1.1209644593909853,-1.1209644593909853,0.0,False,False,False,False
12,2401,9401,clean,2,-0.48395225073634873,-0.48395225073634873,0.0,False,False,False,False
12,2401,9401,clean,3,-0.38695358015203285,-0.38695358015203285,0.0,False,False,False,False
12,2401,9401,clean,4,-0.2881070647998721,-0.2881070647998721,0.0,False,False,False,False
12,2401,9401,clean,5,-0.16884586241991095,-0.16884586241991095,0.0,False,False,False,False
12,2401,9401,clean,6,-0.14692790301543557,-0.14692790301543557,0.0,False,False,False,False
12,2401,9401,clean,7,-0.12013329693044622,-0.12013329693044622,0.0,False,False,False,False
12,2401,9401,clean,8,-0.07952823560718364,-0.07952823560718364,0.0,False,False,False,False
12,2401,9401,clean,9,-0.0941973548432466,-0.0941973548432466,0.0,False,False,False,False
12,2401,9401,clean,10,-0.1905467974099655,-0.1905467974099655,0.0,False,False,False,False
12,2401,9401,clean,11,-0.14883129468868153,-0.14883129468868153,0.0,False,False,False,False
12,2401,9401,unconstrained,0,-3.1175348655655455,-3.3020899663508425,1.9999986576660147,True,True,True,True
12,2401,9401,unconstrained,1,-1.1209644593909853,-0.3104715558199909,1.9972962755151809,True,True,False,True
