learner_seed,mechanism,source_seed,source_index,horizon,guard_margin,casadi_first_violation_step,casadi_max_state_margin,certificate_safe,pybullet_first_violation_step,pybullet_safe,pybullet_max_normalized_state_margin,actuator_saturation_steps,max_action_interface_error,classification
2040,clean_reinforce_snapshot,4050,11,20,0.01,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,50,0.0,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,50,0.001,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,50,0.003,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,50,0.005,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,50,0.01,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,100,0.0,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,100,0.001,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,100,0.003,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,100,0.005,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,11,100,0.01,,-0.16277120522145455,True,,True,-0.2965732204042347,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,20,0.0,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,20,0.001,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,20,0.003,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,20,0.005,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,20,0.01,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,50,0.0,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,50,0.001,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,50,0.003,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,50,0.005,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,50,0.01,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,100,0.0,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,100,0.001,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,100,0.003,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,100,0.005,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,12,100,0.01,,-0.16532422165518165,True,,True,-0.2700192818288817,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,13,20,0.0,,-0.1861029340486988,True,,True,-0.3967538976126281,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,13,20,0.001,,-0.1861029340486988,True,,True,-0.3967538976126281,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,13,20,0.003,,-0.1861029340486988,True,,True,-0.3967538976126281,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,13,20,0.005,,-0.1861029340486988,True,,True,-0.3967538976126281,0,0.0,true_acceptance
2040,clean_reinforce_snapshot,4050,13,20,0.01,,-0.1861029340486988,True,,True,-0.3967538976126281,0,0.0,true_acceptance
